	F	order
F_06541	PGau	5
F_06542	PGau	2
F_06543	PGau	3
F_06544	PGau	2
F_06545	PGau	0
F_06546	PGau	2
F_06547	PGau	2
F_06548	PGau	4
F_06549	PGau	5
F_06550	PGau	5
F_06551	PGau	1
F_06552	PGau	4
F_06553	PGau	1
F_06554	PGau	0
F_06555	PGau	1
F_06556	PGau	5
F_06557	PGau	1
F_06558	PGau	5
F_06559	PGau	3
F_06560	PGau	4
F_06561	PGau	0
F_06562	PGau	2
F_06563	PGau	2
F_06564	PGau	3
F_06565	PGau	5
F_06566	PGau	4
F_06567	PGau	1
F_06568	PGau	5
F_06569	PGau	3
F_06570	PGau	5
F_06571	PGau	0
F_06572	PGau	0
F_06573	PGau	2
F_06574	PGau	4
F_06575	PGau	1
F_06576	PGau	0
F_06577	PGau	2
F_06578	PGau	4
F_06579	PGau	3
F_06580	PGau	4
F_06581	PGau	5
F_06582	PGau	3
F_06583	PGau	4
F_06584	PGau	1
F_06585	PGau	2
F_06586	PGau	2
F_06587	PGau	0
F_06588	PGau	3
F_06589	PGau	1
F_06590	PGau	3
F_06591	PGau	3
F_06592	PGau	1
F_06593	PGau	0
F_06594	PGau	2
F_06595	PGau	5
F_06596	PGau	4
F_06597	PGau	3
F_06598	PGau	3
F_06599	PGau	1
F_06600	PGau	1
F_06601	PGau	2
F_06602	PGau	4
F_06603	PGau	1
F_06604	PGau	0
F_06605	PGau	3
F_06606	PGau	4
F_06607	PGau	0
F_06608	PGau	3
F_06609	PGau	4
F_06610	PGau	5
F_06611	PGau	1
F_06612	PGau	3
F_06613	PGau	0
F_06614	PGau	0
F_06615	PGau	2
F_06616	PGau	5
F_06617	PGau	0
F_06618	PGau	2
F_06619	PGau	1
F_06620	PGau	1
F_06621	PGau	5
F_06622	PGau	3
F_06623	PGau	1
F_06624	PGau	0
F_06625	PGau	3
F_06626	PGau	0
F_06627	PGau	3
F_06628	PGau	4
F_06629	PGau	5
F_06630	PGau	2
F_06631	PGau	4
F_06632	PGau	4
F_06633	PGau	4
F_06634	PGau	3
F_06635	PGau	4
F_06636	PGau	3
F_06637	PGau	0
F_06638	PGau	0
F_06639	PGau	2
F_06640	PGau	1
F_06641	PGau	1
F_06642	PGau	1
F_06643	PGau	0
F_06644	PGau	3
F_06645	PGau	0
F_06646	PGau	3
F_06647	PGau	4
F_06648	PGau	3
F_06649	PGau	0
F_06650	PGau	2
F_06651	PGau	4
F_06652	PGau	4
F_06653	PGau	3
F_06654	PGau	5
F_06655	PGau	0
F_06656	PGau	4
F_06657	PGau	5
F_06658	PGau	2
F_06659	PGau	1
F_06660	PGau	2
F_06661	PGau	2
F_06662	PGau	2
F_06663	PGau	1
F_06664	PGau	3
F_06665	PGau	1
F_06666	PGau	5
F_06667	PGau	1
F_06668	PGau	5
F_06669	PGau	2
F_06670	PGau	1
F_06671	PGau	1
F_06672	PGau	4
F_06673	PGau	5
F_06674	PGau	5
F_06675	PGau	1
F_06676	PGau	1
F_06677	PGau	5
F_06678	PGau	0
F_06679	PGau	5
F_06680	PGau	4
F_06681	PGau	4
F_06682	PGau	3
F_06683	PGau	5
F_06684	PGau	1
F_06685	PGau	1
F_06686	PGau	5
F_06687	PGau	3
F_06688	PGau	2
F_06689	PGau	1
F_06690	PGau	2
F_06691	PGau	1
F_06692	PGau	0
F_06693	PGau	0
F_06694	PGau	3
F_06695	PGau	2
F_06696	PGau	3
F_06697	PGau	2
F_06698	PGau	4
F_06699	PGau	2
F_06700	PGau	3
F_06701	PGau	5
F_06702	PGau	4
F_06703	PGau	1
F_06704	PGau	2
F_06705	PGau	1
F_06706	PGau	3
F_06707	PGau	3
F_06708	PGau	3
F_06709	PGau	5
F_06710	PGau	1
F_06711	PGau	0
F_06712	PGau	1
F_06713	PGau	1
F_06714	PGau	2
F_06715	PGau	4
F_06716	PGau	0
F_06717	PGau	2
F_06718	PGau	1
F_06719	PGau	4
F_06720	PGau	5
F_06721	PGau	0
F_06722	PGau	3
F_06723	PGau	3
F_06724	PGau	5
F_06725	PGau	5
F_06726	PGau	4
F_06727	PGau	3
F_06728	PGau	0
F_06729	PGau	2
F_06730	PGau	5
F_06731	PGau	5
F_06732	PGau	0
F_06733	PGau	5
F_06734	PGau	3
F_06735	PGau	2
F_06736	PGau	1
F_06737	PGau	4
F_06738	PGau	5
F_06739	PGau	4
F_06740	PGau	1
F_06741	PGau	4
F_06742	PGau	2
F_06743	PGau	5
F_06744	PGau	4
F_06745	PGau	2
F_06746	PGau	1
F_06747	PGau	1
F_06748	PGau	2
F_06749	PGau	3
F_06750	PGau	1
F_06751	PGau	3
F_06752	PGau	4
F_06753	PGau	2
F_06754	PGau	4
F_06755	PGau	2
F_06756	PGau	0
F_06757	PGau	1
F_06758	PGau	0
F_06759	PGau	3
F_06760	PGau	3
F_06761	PGau	5
F_06762	PGau	1
F_06763	PGau	5
F_06764	PGau	0
F_06765	PGau	4
F_06766	PGau	4
F_06767	PGau	2
F_06768	PGau	5
F_06769	PGau	1
F_06770	PGau	4
F_06771	PGau	1
F_06772	PGau	3
F_06773	PGau	2
F_06774	PGau	5
F_06775	PGau	5
F_06776	PGau	3
F_06777	PGau	5
F_06778	PGau	3
F_06779	PGau	0
F_06780	PGau	4
F_06781	PGau	0
F_06782	PGau	0
F_06783	PGau	5
F_06784	PGau	3
F_06785	PGau	1
F_06786	PGau	4
F_06787	PGau	0
F_06788	PGau	0
F_06789	PGau	0
F_06790	PGau	2
F_06791	PGau	3
F_06792	PGau	0
F_06793	PGau	3
F_06794	PGau	5
F_06795	PGau	0
F_06796	PGau	0
F_06797	PGau	5
F_06798	PGau	1
F_06799	PGau	4
F_06800	PGau	1
F_06801	PGau	4
F_06802	PGau	3
F_06803	PGau	3
F_06804	PGau	2
F_06805	PGau	5
F_06806	PGau	4
F_06807	PGau	0
F_06808	PGau	1
F_06809	PGau	2
F_06810	PGau	0
F_06811	PGau	2
F_06812	PGau	1
F_06813	PGau	1
F_06814	PGau	3
F_06815	PGau	5
F_06816	PGau	1
F_06817	PGau	4
F_06818	PGau	4
F_06819	PGau	1
F_06820	PGau	0
F_06821	PGau	4
F_06822	PGau	2
F_06823	PGau	4
F_06824	PGau	2
F_06825	PGau	5
F_06826	PGau	2
F_06827	PGau	4
F_06828	PGau	3
F_06829	PGau	4
F_06830	PGau	5
F_06831	PGau	4
F_06832	PGau	4
F_06833	PGau	4
F_06834	PGau	3
F_06835	PGau	0
F_06836	PGau	3
F_06837	PGau	3
F_06838	PGau	2
F_06839	PGau	2
F_06840	PGau	4
F_06841	PGau	3
F_06842	PGau	5
F_06843	PGau	4
F_06844	PGau	1
F_06845	PGau	1
F_06846	PGau	1
F_06847	PGau	0
F_06848	PGau	5
F_06849	PGau	2
F_06850	PGau	2
F_06851	PGau	2
F_06852	PGau	2
F_06853	PGau	4
F_06854	PGau	3
F_06855	PGau	5
F_06856	PGau	5
F_06857	PGau	3
F_06858	PGau	1
F_06859	PGau	5
F_06860	PGau	4
F_06861	PGau	0
F_06862	PGau	4
F_06863	PGau	4
F_06864	PGau	4
F_06865	PGau	3
F_06866	PGau	1
F_06867	PGau	3
F_06868	PGau	1
F_06869	PGau	2
F_06870	PGau	0
F_06871	PGau	4
F_06872	PGau	0
F_06873	PGau	4
F_06874	PGau	4
F_06875	PGau	3
F_06876	PGau	3
F_06877	PGau	1
F_06878	PGau	1
F_06879	PGau	5
F_06880	PGau	3
F_06881	PGau	5
F_06882	PGau	5
F_06883	PGau	2
F_06884	PGau	5
F_06885	PGau	5
F_06886	PGau	5
F_06887	PGau	3
F_06888	PGau	4
F_06889	PGau	1
F_06890	PGau	1
F_06891	PGau	1
F_06892	PGau	5
F_06893	PGau	4
F_06894	PGau	2
F_06895	PGau	4
F_06896	PGau	2
F_06897	PGau	5
F_06898	PGau	3
F_06899	PGau	5
F_06900	PGau	2
F_06901	PGau	3
F_06902	PGau	1
F_06903	PGau	0
F_06904	PGau	4
F_06905	PGau	3
F_06906	PGau	4
F_06907	PGau	3
F_06908	PGau	3
F_06909	PGau	1
F_06910	PGau	3
F_06911	PGau	2
F_06912	PGau	4
F_06913	PGau	3
F_06914	PGau	0
F_06915	PGau	1
F_06916	PGau	4
F_06917	PGau	2
F_06918	PGau	5
F_06919	PGau	0
F_06920	PGau	2
F_06921	PGau	4
F_06922	PGau	2
F_06923	PGau	2
F_06924	PGau	2
F_06925	PGau	4
F_06926	PGau	2
F_06927	PGau	1
F_06928	PGau	5
F_06929	PGau	0
F_06930	PGau	5
F_06931	PGau	2
F_06932	PGau	2
F_06933	PGau	3
F_06934	PGau	5
F_06935	PGau	0
F_06936	PGau	2
F_06937	PGau	3
F_06938	PGau	3
F_06939	PGau	1
F_06940	PGau	3
F_06941	PGau	1
F_06942	PGau	2
F_06943	PGau	1
F_06944	PGau	3
F_06945	PGau	5
F_06946	PGau	3
F_06947	PGau	0
F_06948	PGau	3
F_06949	PGau	3
F_06950	PGau	2
F_06951	PGau	2
F_06952	PGau	1
F_06953	PGau	0
F_06954	PGau	2
F_06955	PGau	2
F_06956	PGau	2
F_06957	PGau	2
F_06958	PGau	5
F_06959	PGau	0
F_06960	PGau	5
F_06961	PGau	4
F_06962	PGau	1
F_06963	PGau	5
F_06964	PGau	0
F_06965	PGau	4
F_06966	PGau	0
F_06967	PGau	3
F_06968	PGau	3
F_06969	PGau	5
F_06970	PGau	1
F_06971	PGau	3
F_06972	PGau	2
F_06973	PGau	2
F_06974	PGau	4
F_06975	PGau	4
F_06976	PGau	1
F_06977	PGau	0
F_06978	PGau	3
F_06979	PGau	3
F_06980	PGau	3
F_06981	PGau	5
F_06982	PGau	5
F_06983	PGau	4
F_06984	PGau	0
F_06985	PGau	3
F_06986	PGau	3
F_06987	PGau	1
F_06988	PGau	2
F_06989	PGau	1
F_06990	PGau	0
F_06991	PGau	2
F_06992	PGau	0
F_06993	PGau	2
F_06994	PGau	2
F_06995	PGau	3
F_06996	PGau	5
F_06997	PGau	1
F_06998	PGau	3
F_06999	PGau	5
F_07000	PGau	1
F_07001	PGau	4
F_07002	PGau	2
F_07003	PGau	5
F_07004	PGau	1
F_07005	PGau	1
F_07006	PGau	0
F_07007	PGau	5
F_07008	PGau	3
F_07009	PGau	4
F_07010	PGau	2
F_07011	PGau	1
F_07012	PGau	5
F_07013	PGau	4
F_07014	PGau	2
F_07015	PGau	4
F_07016	PGau	0
F_07017	PGau	1
F_07018	PGau	2
F_07019	PGau	3
F_07020	PGau	1
F_07021	PGau	5
F_07022	PGau	0
F_07023	PGau	0
F_07024	PGau	2
F_07025	PGau	5
F_07026	PGau	1
F_07027	PGau	3
F_07028	PGau	1
F_07029	PGau	5
F_07030	PGau	2
F_07031	PGau	3
F_07032	PGau	1
F_07033	PGau	0
F_07034	PGau	1
F_07035	PGau	5
F_07036	PGau	2
F_07037	PGau	1
F_07038	PGau	4
F_07039	PGau	2
F_07040	PGau	2
F_07041	PGau	4
F_07042	PGau	2
F_07043	PGau	2
F_07044	PGau	1
F_07045	PGau	2
F_07046	PGau	5
F_07047	PGau	2
F_07048	PGau	1
F_07049	PGau	2
F_07050	PGau	2
F_07051	PGau	1
F_07052	PGau	2
F_07053	PGau	0
F_07054	PGau	3
F_07055	PGau	2
F_07056	PGau	1
F_07057	PGau	0
F_07058	PGau	1
F_07059	PGau	3
F_07060	PGau	1
F_07061	PGau	5
F_07062	PGau	3
F_07063	PGau	5
F_07064	PGau	5
F_07065	PGau	4
F_07066	PGau	0
F_07067	PGau	2
F_07068	PGau	1
F_07069	PGau	2
F_07070	PGau	5
F_07071	PGau	3
F_07072	PGau	3
F_07073	PGau	5
F_07074	PGau	0
F_07075	PGau	4
F_07076	PGau	3
F_07077	PGau	3
F_07078	PGau	5
F_07079	PGau	5
F_07080	PGau	4
F_07081	PGau	2
F_07082	PGau	2
F_07083	PGau	3
F_07084	PGau	5
F_07085	PGau	0
F_07086	PGau	1
F_07087	PGau	2
F_07088	PGau	2
F_07089	PGau	2
F_07090	PGau	5
F_07091	PGau	0
F_07092	PGau	1
F_07093	PGau	3
F_07094	PGau	1
F_07095	PGau	1
F_07096	PGau	4
F_07097	PGau	1
F_07098	PGau	1
F_07099	PGau	2
F_07100	PGau	2
F_07101	PGau	4
F_07102	PGau	1
F_07103	PGau	0
F_07104	PGau	5
F_07105	PGau	1
F_07106	PGau	0
F_07107	PGau	3
F_07108	PGau	1
F_07109	PGau	0
F_07110	PGau	0
F_07111	PGau	3
F_07112	PGau	0
F_07113	PGau	4
F_07114	PGau	2
F_07115	PGau	3
F_07116	PGau	0
F_07117	PGau	2
F_07118	PGau	5
F_07119	PGau	2
F_07120	PGau	5
F_07121	PGau	4
F_07122	PGau	5
F_07123	PGau	3
F_07124	PGau	5
F_07125	PGau	5
F_07126	PGau	4
F_07127	PGau	5
F_07128	PGau	5
F_07129	PGau	4
F_07130	PGau	5
F_07131	PGau	1
F_07132	PGau	0
F_07133	PGau	1
F_07134	PGau	0
F_07135	PGau	5
F_07136	PGau	3
F_07137	PGau	3
F_07138	PGau	2
F_07139	PGau	4
F_07140	PGau	2
F_07141	PGau	2
F_07142	PGau	0
F_07143	PGau	2
F_07144	PGau	1
F_07145	PGau	0
F_07146	PGau	1
F_07147	PGau	3
F_07148	PGau	2
F_07149	PGau	4
F_07150	PGau	3
F_07151	PGau	4
F_07152	PGau	3
F_07153	PGau	5
F_07154	PGau	1
F_07155	PGau	1
F_07156	PGau	0
F_07157	PGau	1
F_07158	PGau	0
F_07159	PGau	1
F_07160	PGau	4
F_07161	PGau	2
F_07162	PGau	2
F_07163	PGau	2
F_07164	PGau	0
F_07165	PGau	1
F_07166	PGau	0
F_07167	PGau	5
F_07168	PGau	3
F_07169	PGau	5
F_07170	PGau	0
F_07171	PGau	2
F_07172	PGau	2
F_07173	PGau	4
F_07174	PGau	3
F_07175	PGau	2
F_07176	PGau	1
F_07177	PGau	1
F_07178	PGau	1
F_07179	PGau	5
F_07180	PGau	0
F_07181	PGau	2
F_07182	PGau	3
F_07183	PGau	3
F_07184	PGau	3
F_07185	PGau	1
F_07186	PGau	4
F_07187	PGau	0
F_07188	PGau	3
F_07189	PGau	3
F_07190	PGau	4
F_07191	PGau	5
F_07192	PGau	5
F_07193	PGau	4
F_07194	PGau	3
F_07195	PGau	1
F_07196	PGau	2
F_07197	PGau	0
F_07198	PGau	2
F_07199	PGau	1
F_07200	PGau	1
F_07201	PGau	5
F_07202	PGau	5
F_07203	PGau	4
F_07204	PGau	0
F_07205	PGau	5
F_07206	PGau	5
F_07207	PGau	1
F_07208	PGau	3
F_07209	PGau	2
F_07210	PGau	4
F_07211	PGau	5
F_07212	PGau	4
F_07213	PGau	3
F_07214	PGau	1
F_07215	PGau	5
F_07216	PGau	4
F_07217	PGau	3
F_07218	PGau	0
F_07219	PGau	3
F_07220	PGau	0
F_07221	PGau	4
F_07222	PGau	3
F_07223	PGau	3
F_07224	PGau	1
F_07225	PGau	0
F_07226	PGau	3
F_07227	PGau	4
F_07228	PGau	3
F_07229	PGau	1
F_07230	PGau	2
F_07231	PGau	0
F_07232	PGau	2
F_07233	PGau	5
F_07234	PGau	3
F_07235	PGau	3
F_07236	PGau	3
F_07237	PGau	5
F_07238	PGau	5
F_07239	PGau	1
F_07240	PGau	5
F_07241	PGau	5
F_07242	PGau	0
F_07243	PGau	5
F_07244	PGau	4
F_07245	PGau	4
F_07246	PGau	0
F_07247	PGau	2
F_07248	PGau	4
F_07249	PGau	4
F_07250	PGau	2
F_07251	PGau	3
F_07252	PGau	5
F_07253	PGau	5
F_07254	PGau	3
F_07255	PGau	0
F_07256	PGau	5
F_07257	PGau	0
F_07258	PGau	1
F_07259	PGau	0
F_07260	PGau	3
F_07261	PGau	0
F_07262	PGau	1
F_07263	PGau	5
F_07264	PGau	2
F_07265	PGau	2
F_07266	PGau	0
F_07267	PGau	1
F_07268	PGau	1
F_07269	PGau	4
F_07270	PGau	3
F_07271	PGau	4
F_07272	PGau	4
F_07273	PGau	0
F_07274	PGau	1
F_07275	PGau	0
F_07276	PGau	0
F_07277	PGau	1
F_07278	PGau	2
F_07279	PGau	5
F_07280	PGau	0
F_07281	PGau	1
F_07282	PGau	2
F_07283	PGau	1
F_07284	PGau	5
F_07285	PGau	1
F_07286	PGau	3
F_07287	PGau	0
F_07288	PGau	5
F_07289	PGau	1
F_07290	PGau	2
F_07291	PGau	1
F_07292	PGau	4
F_07293	PGau	3
F_07294	PGau	0
F_07295	PGau	3
F_07296	PGau	5
F_07297	PGau	2
F_07298	PGau	5
F_07299	PGau	1
F_07300	PGau	5
F_07301	PGau	1
F_07302	PGau	1
F_07303	PGau	2
F_07304	PGau	1
F_07305	PGau	5
F_07306	PGau	2
F_07307	PGau	0
F_07308	PGau	0
F_07309	PGau	1
F_07310	PGau	5
F_07311	PGau	3
F_07312	PGau	5
F_07313	PGau	0
F_07314	PGau	2
F_07315	PGau	5
F_07316	PGau	1
F_07317	PGau	5
F_07318	PGau	0
F_07319	PGau	2
F_07320	PGau	2
F_07321	PGau	3
F_07322	PGau	0
F_07323	PGau	0
F_07324	PGau	5
F_07325	PGau	2
F_07326	PGau	3
F_07327	PGau	0
F_07328	PGau	3
F_07329	PGau	0
F_07330	PGau	1
F_07331	PGau	5
F_07332	PGau	1
F_07333	PGau	3
F_07334	PGau	4
F_07335	PGau	3
F_07336	PGau	0
F_07337	PGau	0
F_07338	PGau	1
F_07339	PGau	5
F_07340	PGau	1
F_07341	PGau	1
F_07342	PGau	2
F_07343	PGau	0
F_07344	PGau	1
F_07345	PGau	4
F_07346	PGau	2
F_07347	PGau	4
F_07348	PGau	3
F_07349	PGau	2
F_07350	PGau	5
F_07351	PGau	1
F_07352	PGau	3
F_07353	PGau	0
F_07354	PGau	2
F_07355	PGau	2
F_07356	PGau	0
F_07357	PGau	3
F_07358	PGau	4
F_07359	PGau	3
F_07360	PGau	2
F_07361	PGau	2
F_07362	PGau	1
F_07363	PGau	4
F_07364	PGau	5
F_07365	PGau	2
F_07366	PGau	1
F_07367	PGau	1
F_07368	PGau	0
F_07369	PGau	5
F_07370	PGau	2
F_07371	PGau	5
F_07372	PGau	4
F_07373	PGau	2
F_07374	PGau	4
F_07375	PGau	3
F_07376	PGau	4
F_07377	PGau	2
F_07378	PGau	5
F_07379	PGau	0
F_07380	PGau	1
F_07381	PGau	4
F_07382	PGau	1
F_07383	PGau	4
F_07384	PGau	1
F_07385	PGau	3
F_07386	PGau	5
F_07387	PGau	3
F_07388	PGau	1
F_07389	PGau	1
F_07390	PGau	4
F_07391	PGau	1
F_07392	PGau	0
F_07393	PGau	5
F_07394	PGau	0
F_07395	PGau	4
F_07396	PGau	1
F_07397	PGau	5
F_07398	PGau	0
F_07399	PGau	1
F_07400	PGau	5
F_07401	PGau	0
F_07402	PGau	2
F_07403	PGau	1
F_07404	PGau	1
F_07405	PGau	2
F_07406	PGau	2
F_07407	PGau	0
F_07408	PGau	1
F_07409	PGau	1
F_07410	PGau	2
F_07411	PGau	0
F_07412	PGau	3
F_07413	PGau	3
F_07414	PGau	4
F_07415	PGau	4
F_07416	PGau	1
F_07417	PGau	0
F_07418	PGau	0
F_07419	PGau	5
F_07420	PGau	1
F_07421	PGau	2
F_07422	PGau	2
F_07423	PGau	0
F_07424	PGau	0
F_07425	PGau	1
F_07426	PGau	2
F_07427	PGau	4
F_07428	PGau	3
F_07429	PGau	2
F_07430	PGau	1
F_07431	PGau	1
F_07432	PGau	1
F_07433	PGau	5
F_07434	PGau	2
F_07435	PGau	3
F_07436	PGau	4
F_07437	PGau	0
F_07438	PGau	2
F_07439	PGau	5
F_07440	PGau	2
F_07441	PGau	2
F_07442	PGau	4
F_07443	PGau	2
F_07444	PGau	2
F_07445	PGau	2
F_07446	PGau	2
F_07447	PGau	1
F_07448	PGau	3
F_07449	PGau	1
F_07450	PGau	2
F_07451	PGau	2
F_07452	PGau	5
F_07453	PGau	0
F_07454	PGau	2
F_07455	PGau	3
F_07456	PGau	1
F_07457	PGau	3
F_07458	PGau	4
F_07459	PGau	0
F_07460	PGau	0
F_07461	PGau	3
F_07462	PGau	0
F_07463	PGau	5
F_07464	PGau	4
F_07465	PGau	5
F_07466	PGau	0
F_07467	PGau	4
F_07468	PGau	4
F_07469	PGau	3
F_07470	PGau	0
F_07471	PGau	2
F_07472	PGau	3
F_07473	PGau	2
F_07474	PGau	1
F_07475	PGau	5
F_07476	PGau	2
F_07477	PGau	0
F_07478	PGau	3
F_07479	PGau	2
F_07480	PGau	4
F_07481	PGau	5
F_07482	PGau	1
F_07483	PGau	3
F_07484	PGau	4
F_07485	PGau	4
F_07486	PGau	2
F_07487	PGau	0
F_07488	PGau	2
F_07489	PGau	2
F_07490	PGau	4
F_07491	PGau	5
F_07492	PGau	2
F_07493	PGau	4
F_07494	PGau	4
F_07495	PGau	4
F_07496	PGau	3
F_07497	PGau	4
F_07498	PGau	1
F_07499	PGau	0
F_07500	PGau	3
F_07501	PGau	0
F_07502	PGau	1
F_07503	PGau	5
F_07504	PGau	1
F_07505	PGau	1
F_07506	PGau	0
F_07507	PGau	2
F_07508	PGau	3
F_07509	PGau	5
F_07510	PGau	3
F_07511	PGau	4
F_07512	PGau	5
F_07513	PGau	5
F_07514	PGau	5
F_07515	PGau	3
F_07516	PGau	3
F_07517	PGau	2
F_07518	PGau	0
F_07519	PGau	3
F_07520	PGau	0
F_07521	PGau	5
F_07522	PGau	3
F_07523	PGau	3
F_07524	PGau	1
F_07525	PGau	4
F_07526	PGau	1
F_07527	PGau	2
F_07528	PGau	3
F_07529	PGau	4
F_07530	PGau	5
F_07531	PGau	0
F_07532	PGau	1
F_07533	PGau	1
F_07534	PGau	1
F_07535	PGau	2
F_07536	PGau	1
F_07537	PGau	1
F_07538	PGau	5
F_07539	PGau	4
F_07540	PGau	5
F_07541	PGau	4
F_07542	PGau	0
F_07543	PGau	0
F_07544	PGau	2
F_07545	PGau	1
F_07546	PGau	4
F_07547	PGau	5
F_07548	PGau	1
F_07549	PGau	3
F_07550	PGau	5
F_07551	PGau	3
F_07552	PGau	0
F_07553	PGau	1
F_07554	PGau	2
F_07555	PGau	0
F_07556	PGau	5
F_07557	PGau	4
F_07558	PGau	1
F_07559	PGau	4
F_07560	PGau	1
F_07561	PGau	5
F_07562	PGau	2
F_07563	PGau	0
F_07564	PGau	5
F_07565	PGau	4
F_07566	PGau	5
F_07567	PGau	2
F_07568	PGau	0
F_07569	PGau	4
F_07570	PGau	0
F_07571	PGau	5
F_07572	PGau	0
F_07573	PGau	4
F_07574	PGau	0
F_07575	PGau	5
F_07576	PGau	5
F_07577	PGau	4
F_07578	PGau	0
F_07579	PGau	1
F_07580	PGau	5
F_07581	PGau	0
F_07582	PGau	2
F_07583	PGau	5
F_07584	PGau	3
F_07585	PGau	1
F_07586	PGau	4
F_07587	PGau	5
F_07588	PGau	2
F_07589	PGau	2
F_07590	PGau	3
F_07591	PGau	0
F_07592	PGau	2
F_07593	PGau	5
F_07594	PGau	4
F_07595	PGau	1
F_07596	PGau	0
F_07597	PGau	5
F_07598	PGau	5
F_07599	PGau	3
F_07600	PGau	5
F_07601	PGau	5
F_07602	PGau	0
F_07603	PGau	0
F_07604	PGau	0
F_07605	PGau	3
F_07606	PGau	0
F_07607	PGau	5
F_07608	PGau	5
F_07609	PGau	0
F_07610	PGau	3
F_07611	PGau	3
F_07612	PGau	2
F_07613	PGau	4
F_07614	PGau	3
F_07615	PGau	5
F_07616	PGau	1
F_07617	PGau	1
F_07618	PGau	4
F_07619	PGau	5
F_07620	PGau	2
F_07621	PGau	1
F_07622	PGau	4
F_07623	PGau	0
F_07624	PGau	2
F_07625	PGau	1
F_07626	PGau	3
F_07627	PGau	2
F_07628	PGau	3
F_07629	PGau	0
F_07630	PGau	0
F_07631	PGau	5
F_07632	PGau	2
F_07633	PGau	1
F_07634	PGau	3
F_07635	PGau	5
F_07636	PGau	0
F_07637	PGau	5
F_07638	PGau	2
F_07639	PGau	2
F_07640	PGau	1
F_07641	PGau	1
F_07642	PGau	0
F_07643	PGau	0
F_07644	PGau	0
F_07645	PGau	0
F_07646	PGau	3
F_07647	PGau	0
F_07648	PGau	5
F_07649	PGau	4
F_07650	PGau	0
F_07651	PGau	0
F_07652	PGau	5
F_07653	PGau	1
F_07654	PGau	0
F_07655	PGau	2
F_07656	PGau	4
F_07657	PGau	0
F_07658	PGau	1
F_07659	PGau	5
F_07660	PGau	4
F_07661	PGau	3
F_07662	PGau	1
F_07663	PGau	4
F_07664	PGau	3
F_07665	PGau	5
F_07666	PGau	1
F_07667	PGau	2
F_07668	PGau	5
F_07669	PGau	0
F_07670	PGau	1
F_07671	PGau	4
F_07672	PGau	1
F_07673	PGau	0
F_07674	PGau	5
F_07675	PGau	0
F_07676	PGau	1
F_07677	PGau	0
F_07678	PGau	4
F_07679	PGau	3
F_07680	PGau	4
F_07681	PGau	3
F_07682	PGau	4
F_07683	PGau	1
F_07684	PGau	2
F_07685	PGau	4
F_07686	PGau	5
F_07687	PGau	1
F_07688	PGau	5
F_07689	PGau	0
F_07690	PGau	4
F_07691	PGau	5
F_07692	PGau	0
F_07693	PGau	5
F_07694	PGau	5
F_07695	PGau	0
F_07696	PGau	4
F_07697	PGau	4
F_07698	PGau	5
F_07699	PGau	4
F_07700	PGau	0
F_07701	PGau	0
F_07702	PGau	0
F_07703	PGau	1
F_07704	PGau	2
F_07705	PGau	0
F_07706	PGau	4
F_07707	PGau	1
F_07708	PGau	0
F_07709	PGau	3
F_07710	PGau	1
F_07711	PGau	3
F_07712	PGau	1
F_07713	PGau	4
F_07714	PGau	3
F_07715	PGau	3
F_07716	PGau	0
F_07717	PGau	1
F_07718	PGau	5
F_07719	PGau	0
F_07720	PGau	2
F_07721	PGau	3
F_07722	PGau	4
F_07723	PGau	4
F_07724	PGau	3
F_07725	PGau	0
F_07726	PGau	1
F_07727	PGau	5
F_07728	PGau	3
F_07729	PGau	4
F_07730	PGau	0
F_07731	PGau	2
F_07732	PGau	0
F_07733	PGau	3
F_07734	PGau	0
F_07735	PGau	5
F_07736	PGau	1
F_07737	PGau	5
F_07738	PGau	2
F_07739	PGau	4
F_07740	PGau	4
F_07741	PGau	0
F_07742	PGau	3
F_07743	PGau	5
F_07744	PGau	3
F_07745	PGau	2
F_07746	PGau	1
F_07747	PGau	1
F_07748	PGau	5
F_07749	PGau	0
F_07750	PGau	4
F_07751	PGau	1
F_07752	PGau	5
F_07753	PGau	2
F_07754	PGau	4
F_07755	PGau	3
F_07756	PGau	5
F_07757	PGau	1
F_07758	PGau	3
F_07759	PGau	0
F_07760	PGau	5
F_07761	PGau	5
F_07762	PGau	3
F_07763	PGau	5
F_07764	PGau	1
F_07765	PGau	2
F_07766	PGau	0
F_07767	PGau	1
F_07768	PGau	1
F_07769	PGau	3
F_07770	PGau	3
F_07771	PGau	3
F_07772	PGau	1
F_07773	PGau	0
F_07774	PGau	5
F_07775	PGau	2
F_07776	PGau	1
F_07777	PGau	0
F_07778	PGau	1
F_07779	PGau	0
F_07780	PGau	1
F_07781	PGau	1
F_07782	PGau	4
F_07783	PGau	0
F_07784	PGau	5
F_07785	PGau	1
F_07786	PGau	3
F_07787	PGau	4
F_07788	PGau	4
F_07789	PGau	4
F_07790	PGau	1
F_07791	PGau	3
F_07792	PGau	4
F_07793	PGau	5
F_07794	PGau	0
F_07795	PGau	3
F_07796	PGau	2
F_07797	PGau	5
F_07798	PGau	2
F_07799	PGau	4
F_07800	PGau	2
F_07801	PGau	2
F_07802	PGau	4
F_07803	PGau	2
F_07804	PGau	4
F_07805	PGau	0
F_07806	PGau	3
F_07807	PGau	5
F_07808	PGau	0
F_07809	PGau	1
F_07810	PGau	5
F_07811	PGau	0
F_07812	PGau	5
